,Season,Gameday,Link,TID_H,TID_A,TName_H,TName_A,FTGD,HTGD,FTHG,HTHG,HGA,AGA,Odds,Attendance,ChancesA,ChancesH,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HP3,AP3,Interval_W,Interval_L,Interval_D
466,2007,18,459,19,12, Duisburg, Dortmund,0.0,2.0,3.0,2.0,0.527272727272,0.454545454546,0.476426799007,0.924444444444,7,8,15.0,21.0,8.0,9.0,20.0,25.0,3.0,6.0,2.0,1.0,0.0,0.0,0.444,0.667,0.0,0.0,1.0
467,2007,18,464,20,0, Hansa Rostock, Bayern Munich,-1.0,-2.0,1.0,0.0,0.427272727272,0.472727272728,0.252380952381,1.0,8,2,9.0,17.0,3.0,6.0,22.0,23.0,5.0,8.0,3.0,2.0,0.0,0.0,0.333,0.556,0.888888888889,0.0,0.111111111111
468,2007,19,469,0,15, Bayern Munich, Werder Bremen,0.0,0.0,1.0,1.0,0.554545454546,0.49090909091,0.724252491694,1.0,2,8,15.0,6.0,4.0,2.0,23.0,23.0,6.0,5.0,4.0,5.0,0.0,0.0,0.556,0.333,0.0,0.0,1.0
469,2007,19,476,2,1, Leverkusen, Hamburg,0.0,-1.0,1.0,0.0,0.581818181818,0.572727272728,0.59595959596,1.0,6,8,21.0,19.0,8.0,8.0,10.0,23.0,7.0,5.0,1.0,2.0,0.0,0.0,0.667,0.333,0.0,0.0,1.0
470,2007,19,468,6,14, Stuttgart, Hertha,-2.0,-1.0,1.0,1.0,0.3,0.563636363636,0.741298527443,0.869565217391,8,4,15.0,14.0,4.0,9.0,11.0,20.0,8.0,2.0,0.0,3.0,1.0,0.0,0.333,0.111,0.877777777778,0.0,0.122222222222
471,2007,19,473,7,18, Hannover, Karlsruhe,0.0,1.0,2.0,1.0,0.4,0.518181818182,0.673374613003,0.818612244898,6,4,9.0,11.0,4.0,3.0,20.0,19.0,3.0,2.0,3.0,3.0,0.0,0.0,0.444,0.556,0.0,0.0,1.0
472,2007,19,471,8,19, Wolfsburg, Duisburg,1.0,0.0,2.0,1.0,0.554545454546,0.327272727272,0.768521622528,0.625166666667,3,6,15.0,14.0,8.0,4.0,21.0,15.0,9.0,5.0,0.0,2.0,0.0,0.0,0.667,0.222,0.4,0.111111111111,0.488888888889
473,2007,19,475,9,20, Nurnberg, Hansa Rostock,0.0,0.0,1.0,1.0,0.372727272728,0.445454545454,0.724252491694,0.775957446809,5,9,19.0,10.0,5.0,2.0,17.0,8.0,5.0,5.0,2.0,2.0,0.0,0.0,0.333,0.333,0.0,0.0,1.0
474,2007,19,470,12,5, Dortmund, Schalke 04,-1.0,-1.0,2.0,1.0,0.436363636364,0.563636363636,0.524216524217,1.0,6,4,13.0,16.0,5.0,5.0,27.0,24.0,2.0,4.0,2.0,3.0,1.0,0.0,0.444,0.778,0.333333333333,0.0,0.666666666667
475,2007,19,472,13,16, Ein Frankfurt, Bielefeld,1.0,1.0,2.0,1.0,0.618181818182,0.39090909091,0.720284237726,0.840776699029,3,6,12.0,9.0,5.0,2.0,19.0,19.0,3.0,5.0,1.0,4.0,0.0,0.0,0.778,0.333,0.588888888889,0.0,0.411111111111
476,2007,19,474,17,11, Bochum, Cottbus,0.0,1.0,3.0,2.0,0.345454545454,0.4,0.673374613003,0.704641215526,6,5,13.0,10.0,4.0,5.0,18.0,20.0,4.0,4.0,1.0,1.0,0.0,0.0,0.444,0.444,0.0,0.0,1.0
477,2007,20,478,1,17, Hamburg, Bochum,3.0,1.0,3.0,1.0,0.581818181818,0.336363636364,0.791666666667,0.878403508772,1,6,13.0,10.0,6.0,1.0,12.0,15.0,4.0,4.0,0.0,3.0,0.0,0.0,0.333,0.444,0.555555555556,0.0,0.444444444444
478,2007,20,479,5,8, Schalke 04, Wolfsburg,-1.0,0.0,1.0,0.0,0.445454545454,0.545454545454,0.770276008493,0.982189909242,4,7,14.0,12.0,4.0,4.0,21.0,22.0,7.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0666666666667,0.0888888888889,0.844444444444
479,2007,20,483,7,0, Hannover, Bayern Munich,-3.0,0.0,0.0,0.0,0.472727272728,0.627272727272,0.357357357357,1.0,8,1,9.0,15.0,2.0,9.0,19.0,16.0,4.0,3.0,3.0,1.0,0.0,0.0,0.222,0.556,0.355555555556,0.0,0.644444444444
480,2007,20,485,11,12, Cottbus, Dortmund,-2.0,-1.0,0.0,0.0,0.318181818182,0.49090909091,0.515151515152,0.784401653038,3,3,12.0,8.0,3.0,2.0,14.0,23.0,4.0,3.0,0.0,2.0,0.0,0.0,0.444,0.111,0.911111111111,0.0,0.0888888888889
481,2007,20,480,14,16, Hertha, Bielefeld,1.0,0.0,1.0,0.0,0.454545454546,0.372727272728,0.754451345756,0.431568310428,2,4,14.0,7.0,4.0,1.0,21.0,15.0,8.0,6.0,2.0,1.0,0.0,0.0,0.444,0.333,0.0,0.0,1.0
482,2007,20,482,15,9, Werder Bremen, Nurnberg,2.0,1.0,2.0,1.0,0.527272727272,0.381818181818,0.825396825397,0.880593824228,2,7,22.0,6.0,6.0,0.0,15.0,19.0,3.0,1.0,1.0,1.0,0.0,1.0,0.444,0.111,0.666666666667,0.0,0.333333333333
483,2007,20,484,18,2, Karlsruhe, Leverkusen,0.0,-1.0,2.0,0.0,0.554545454546,0.518181818182,0.504201680672,0.927301153019,3,8,13.0,10.0,10.0,5.0,14.0,24.0,13.0,1.0,3.0,3.0,0.0,0.0,0.556,0.444,0.0,0.0,1.0
484,2007,20,477,19,6, Duisburg, Stuttgart,-1.0,-2.0,2.0,0.0,0.39090909091,0.518181818182,0.466346153846,0.684507936508,5,5,22.0,17.0,5.0,9.0,20.0,14.0,6.0,5.0,3.0,1.0,0.0,0.0,0.111,0.0,0.455555555556,0.0,0.544444444444
485,2007,20,481,20,13, Hansa Rostock, Ein Frankfurt,1.0,0.0,1.0,0.0,0.5,0.39090909091,0.52662037037,0.534482758621,2,6,12.0,10.0,4.0,2.0,22.0,20.0,6.0,2.0,2.0,2.0,0.0,0.0,0.444,1.0,0.155555555556,0.0,0.844444444444
486,2007,21,488,0,1, Bayern Munich, Hamburg,0.0,0.0,1.0,0.0,0.472727272728,0.545454545454,0.754451345756,1.0,2,9,16.0,7.0,3.0,3.0,18.0,25.0,8.0,1.0,1.0,4.0,1.0,0.0,0.778,0.556,0.0,0.0,1.0
487,2007,21,494,2,5, Leverkusen, Schalke 04,1.0,0.0,1.0,0.0,0.59090909091,0.445454545454,0.553846153846,1.0,2,4,9.0,6.0,5.0,0.0,15.0,30.0,3.0,3.0,3.0,3.0,0.0,1.0,0.556,0.667,0.0555555555556,0.0,0.944444444444
488,2007,21,487,6,18, Stuttgart, Karlsruhe,2.0,2.0,3.0,2.0,0.545454545454,0.418181818182,0.724252491694,0.95652173913,2,5,13.0,12.0,5.0,4.0,14.0,26.0,2.0,10.0,1.0,1.0,0.0,0.0,0.333,0.556,0.944444444444,0.0,0.0555555555556
489,2007,21,490,8,14, Wolfsburg, Hertha,0.0,0.0,0.0,0.0,0.5,0.518181818182,0.673374613003,0.788633333333,5,3,11.0,12.0,3.0,5.0,18.0,18.0,11.0,7.0,3.0,3.0,0.0,0.0,1.0,0.667,0.0,0.0,1.0
490,2007,21,493,9,11, Nurnberg, Cottbus,0.0,0.0,1.0,0.0,0.39090909091,0.4,0.702614379085,0.870212765957,1,7,23.0,1.0,8.0,1.0,14.0,22.0,6.0,4.0,1.0,2.0,0.0,0.0,0.111,0.111,0.0,0.0,1.0
491,2007,21,489,12,20, Dortmund, Hansa Rostock,1.0,0.0,1.0,0.0,0.418181818182,0.4,0.760006901311,0.875997422808,3,6,16.0,7.0,3.0,2.0,15.0,13.0,5.0,5.0,2.0,3.0,0.0,0.0,0.444,0.444,0.255555555556,0.0,0.744444444444
492,2007,21,491,13,15, Ein Frankfurt, Werder Bremen,1.0,0.0,1.0,0.0,0.518181818182,0.445454545454,0.413725490196,1.0,8,4,8.0,20.0,3.0,8.0,27.0,18.0,3.0,8.0,4.0,2.0,0.0,1.0,0.667,0.444,0.377777777778,0.0,0.622222222222
493,2007,21,486,16,19, Bielefeld, Duisburg,-2.0,-1.0,0.0,0.0,0.281818181818,0.463636363636,0.651515151515,0.700729927007,6,6,17.0,15.0,5.0,7.0,20.0,21.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.111,0.911111111111,0.0,0.0888888888889
494,2007,21,492,17,7, Bochum, Hannover,1.0,1.0,2.0,1.0,0.581818181818,0.30909090909,0.553846153846,0.63527834525,3,5,9.0,15.0,5.0,3.0,23.0,18.0,7.0,6.0,3.0,3.0,0.0,0.0,0.444,0.222,0.611111111111,0.0,0.388888888889
495,2007,22,495,1,13, Hamburg, Ein Frankfurt,3.0,1.0,4.0,1.0,0.563636363636,0.363636363636,0.754451345756,0.943631578947,5,9,24.0,15.0,11.0,5.0,21.0,19.0,14.0,3.0,0.0,0.0,0.0,0.0,0.556,0.667,0.944444444444,0.0,0.0555555555556
496,2007,22,496,5,0, Schalke 04, Bayern Munich,-1.0,-1.0,0.0,0.0,0.281818181818,0.6,0.476426799007,1.0,9,4,17.0,13.0,1.0,4.0,16.0,26.0,14.0,5.0,2.0,2.0,0.0,0.0,0.333,0.556,0.844444444444,0.0,0.155555555556
497,2007,22,500,7,9, Hannover, Nurnberg,1.0,1.0,2.0,1.0,0.472727272728,0.336363636364,0.651515151515,0.638408163265,3,6,15.0,10.0,4.0,3.0,18.0,20.0,4.0,3.0,5.0,2.0,0.0,0.0,0.111,0.222,0.533333333333,0.0,0.466666666667
498,2007,22,502,11,6, Cottbus, Stuttgart,-1.0,-1.0,0.0,0.0,0.245454545454,0.49090909091,0.437229437229,0.578123626132,3,2,10.0,14.0,4.0,2.0,20.0,10.0,3.0,7.0,3.0,0.0,0.0,0.0,0.222,0.667,0.666666666667,0.0,0.333333333333
499,2007,22,497,14,19, Hertha, Duisburg,2.0,2.0,2.0,2.0,0.618181818182,0.20909090909,0.745266781411,0.436297493937,0,9,19.0,9.0,7.0,1.0,15.0,23.0,4.0,5.0,1.0,5.0,0.0,0.0,0.778,0.333,0.611111111111,0.0,0.388888888889
500,2007,22,499,15,12, Werder Bremen, Dortmund,2.0,1.0,2.0,1.0,0.572727272728,0.472727272728,0.698412698413,1.0,5,10,23.0,7.0,11.0,1.0,21.0,17.0,8.0,7.0,3.0,3.0,0.0,0.0,0.444,0.667,0.5,0.0,0.5
501,2007,22,503,17,2, Bochum, Leverkusen,2.0,0.0,2.0,0.0,0.563636363636,0.436363636364,0.459207459207,0.759097293156,2,4,8.0,7.0,3.0,2.0,21.0,16.0,5.0,5.0,0.0,2.0,0.0,0.0,0.444,0.556,0.266666666667,0.0,0.733333333333
502,2007,22,501,18,8, Karlsruhe, Wolfsburg,2.0,0.0,3.0,1.0,0.627272727272,0.345454545454,0.577047066409,0.907791023386,3,11,16.0,7.0,6.0,2.0,10.0,24.0,12.0,1.0,3.0,2.0,0.0,0.0,0.222,0.778,0.255555555556,0.0,0.744444444444
503,2007,22,498,20,16, Hansa Rostock, Bielefeld,0.0,0.0,1.0,0.0,0.381818181818,0.436363636364,0.673374613003,0.48275862069,6,3,8.0,8.0,2.0,4.0,16.0,24.0,5.0,5.0,2.0,2.0,0.0,0.0,0.444,0.0,0.0,0.0,1.0
504,2007,23,507,0,18, Bayern Munich, Karlsruhe,2.0,1.0,2.0,1.0,0.627272727272,0.472727272728,0.869230769231,1.0,1,6,20.0,9.0,6.0,2.0,13.0,13.0,7.0,4.0,1.0,1.0,0.0,0.0,0.778,0.444,0.544444444444,0.0,0.455555555556
505,2007,23,512,2,7, Leverkusen, Hannover,2.0,2.0,2.0,2.0,0.663636363636,0.327272727272,0.724252491694,1.0,2,7,12.0,10.0,4.0,2.0,20.0,22.0,5.0,2.0,0.0,1.0,0.0,0.0,0.444,0.333,0.666666666667,0.0,0.333333333333
506,2007,23,506,6,15, Stuttgart, Werder Bremen,3.0,1.0,6.0,2.0,0.49090909091,0.327272727272,0.568181818182,0.95652173913,9,9,9.0,27.0,6.0,6.0,15.0,15.0,1.0,5.0,2.0,2.0,0.0,1.0,1.0,0.667,0.466666666667,0.122222222222,0.411111111111
507,2007,23,509,8,11, Wolfsburg, Cottbus,3.0,2.0,3.0,2.0,0.563636363636,0.245454545454,0.741298527443,0.715333333333,2,8,17.0,13.0,8.0,7.0,26.0,12.0,4.0,1.0,0.0,1.0,0.0,0.0,0.444,0.111,0.811111111111,0.0,0.188888888889
508,2007,23,511,9,1, Nurnberg, Hamburg,0.0,0.0,0.0,0.0,0.49090909091,0.454545454546,0.461538461538,0.955319148936,4,3,12.0,12.0,2.0,4.0,19.0,21.0,3.0,8.0,3.0,1.0,0.0,0.0,0.111,0.778,0.0,0.0,1.0
509,2007,23,508,12,14, Dortmund, Hertha,0.0,1.0,1.0,1.0,0.472727272728,0.618181818182,0.647058823529,0.859889973732,4,2,15.0,11.0,3.0,3.0,11.0,19.0,8.0,6.0,1.0,3.0,0.0,0.0,0.667,0.778,0.0,0.0,1.0
510,2007,23,510,13,17, Ein Frankfurt, Bochum,0.0,0.0,1.0,0.0,0.518181818182,0.39090909091,0.647058823529,0.906796116505,2,5,12.0,10.0,5.0,2.0,21.0,20.0,3.0,1.0,2.0,3.0,0.0,0.0,0.333,0.667,0.0,0.0,1.0
511,2007,23,505,16,5, Bielefeld, Schalke 04,-2.0,-1.0,0.0,0.0,0.354545454546,0.536363636364,0.413725490196,0.952554744526,4,3,8.0,11.0,2.0,4.0,16.0,20.0,5.0,3.0,3.0,2.0,0.0,0.0,0.111,0.0,0.733333333333,0.0,0.266666666667
512,2007,23,504,19,20, Duisburg, Hansa Rostock,0.0,0.0,1.0,1.0,0.418181818182,0.463636363636,0.608391608392,0.64146031746,6,6,15.0,17.0,5.0,7.0,21.0,21.0,7.0,11.0,3.0,1.0,0.0,0.0,0.333,0.444,0.0,0.0,1.0
513,2007,24,513,1,12, Hamburg, Dortmund,1.0,0.0,1.0,0.0,0.545454545454,0.527272727272,0.724252491694,1.0,6,9,23.0,17.0,6.0,6.0,20.0,15.0,6.0,3.0,2.0,1.0,0.0,0.0,0.556,0.444,0.3,0.0,0.7
514,2007,24,521,2,9, Leverkusen, Nurnberg,3.0,0.0,4.0,1.0,0.60909090909,0.418181818182,0.754451345756,1.0,5,10,17.0,13.0,9.0,4.0,11.0,18.0,4.0,7.0,2.0,1.0,0.0,0.0,0.667,0.222,0.433333333333,0.0,0.566666666667
515,2007,24,514,5,19, Schalke 04, Duisburg,1.0,-1.0,2.0,0.0,0.427272727272,0.4,0.857142857143,1.0,2,5,13.0,4.0,3.0,2.0,15.0,23.0,9.0,1.0,1.0,2.0,0.0,0.0,0.333,0.444,0.177777777778,0.433333333333,0.388888888889
516,2007,24,517,7,16, Hannover, Bielefeld,0.0,-1.0,2.0,1.0,0.436363636364,0.481818181818,0.724252491694,0.716408163265,7,8,12.0,12.0,6.0,5.0,15.0,13.0,8.0,4.0,1.0,3.0,0.0,0.0,0.333,0.111,0.0,0.0,1.0
517,2007,24,519,11,0, Cottbus, Bayern Munich,2.0,2.0,2.0,2.0,0.69090909091,0.272727272728,0.222222222222,0.999868108678,3,6,10.0,13.0,5.0,2.0,23.0,20.0,3.0,5.0,6.0,3.0,0.0,0.0,0.111,0.778,0.8,0.0,0.2
518,2007,24,516,15,8, Werder Bremen, Wolfsburg,-1.0,0.0,0.0,0.0,0.518181818182,0.6,0.754451345756,0.946104513064,7,6,23.0,16.0,4.0,9.0,14.0,25.0,11.0,7.0,1.0,2.0,0.0,0.0,0.333,0.444,0.444444444444,0.0,0.555555555556
519,2007,24,520,17,6, Bochum, Stuttgart,0.0,1.0,1.0,1.0,0.518181818182,0.5,0.474095796676,0.800753319714,6,4,13.0,18.0,5.0,4.0,24.0,25.0,3.0,3.0,3.0,3.0,0.0,0.0,0.778,1.0,0.0,0.0,1.0
520,2007,24,518,18,13, Karlsruhe, Ein Frankfurt,-1.0,-1.0,0.0,0.0,0.381818181818,0.6,0.627705627706,0.955898638525,8,2,12.0,14.0,0.0,6.0,17.0,24.0,4.0,4.0,1.0,3.0,0.0,0.0,0.333,0.444,0.722222222222,0.0,0.277777777778
521,2007,24,515,20,14, Hansa Rostock, Hertha,0.0,0.0,0.0,0.0,0.472727272728,0.463636363636,0.553846153846,0.775862068966,4,5,16.0,19.0,6.0,6.0,11.0,19.0,10.0,5.0,2.0,2.0,0.0,0.0,0.222,0.556,0.0,0.0,1.0
522,2007,25,525,0,2, Bayern Munich, Leverkusen,1.0,1.0,2.0,1.0,0.70909090909,0.363636363636,0.770276008493,1.0,3,10,21.0,4.0,8.0,2.0,11.0,23.0,6.0,5.0,1.0,3.0,0.0,0.0,0.667,0.667,0.811111111111,0.0,0.188888888889
523,2007,25,524,6,20, Stuttgart, Hansa Rostock,3.0,0.0,4.0,0.0,0.581818181818,0.40909090909,0.813492063492,0.834782608696,5,9,16.0,13.0,8.0,4.0,19.0,17.0,4.0,5.0,1.0,1.0,0.0,0.0,0.778,0.333,0.422222222222,0.0,0.577777777778
524,2007,25,527,8,1, Wolfsburg, Hamburg,0.0,-1.0,1.0,0.0,0.481818181818,0.354545454546,0.499947207264,1.0,2,2,16.0,10.0,1.0,4.0,25.0,19.0,6.0,6.0,2.0,1.0,2.0,2.0,0.667,0.778,0.0,0.0,1.0
525,2007,25,530,9,17, Nurnberg, Bochum,0.0,0.0,1.0,1.0,0.372727272728,0.427272727272,0.673374613003,0.926531914894,3,6,22.0,7.0,5.0,2.0,17.0,16.0,8.0,6.0,1.0,4.0,0.0,0.0,0.111,0.556,0.0,0.0,1.0
526,2007,25,526,12,18, Dortmund, Karlsruhe,0.0,1.0,1.0,1.0,0.50909090909,0.454545454546,0.647058823529,0.920602666402,4,10,24.0,10.0,13.0,4.0,18.0,16.0,4.0,5.0,2.0,3.0,0.0,0.0,0.111,0.333,0.0,0.0,1.0
527,2007,25,529,13,11, Ein Frankfurt, Cottbus,1.0,0.0,2.0,0.0,0.518181818182,0.427272727272,0.728454172367,0.87572815534,3,5,18.0,15.0,6.0,1.0,21.0,19.0,9.0,3.0,0.0,2.0,0.0,0.0,0.444,0.333,0.277777777778,0.122222222222,0.6
528,2007,25,528,14,5, Hertha, Schalke 04,-1.0,-2.0,1.0,0.0,0.454545454546,0.463636363636,0.474095796676,0.729978442468,3,8,15.0,7.0,5.0,3.0,25.0,20.0,9.0,3.0,2.0,1.0,0.0,0.0,0.556,0.667,0.866666666667,0.0,0.133333333333
529,2007,25,523,16,15, Bielefeld, Werder Bremen,0.0,1.0,1.0,1.0,0.50909090909,0.445454545454,0.373804025074,0.941605839416,9,6,11.0,21.0,5.0,7.0,23.0,18.0,9.0,9.0,4.0,0.0,0.0,0.0,0.222,0.333,0.0,0.0,1.0
530,2007,25,522,19,7, Duisburg, Hannover,0.0,-1.0,1.0,0.0,0.327272727272,0.427272727272,0.515151515152,0.658634920635,3,7,17.0,8.0,5.0,3.0,23.0,20.0,2.0,5.0,2.0,2.0,0.0,1.0,0.111,0.444,0.0,0.0,1.0
531,2007,26,531,1,16, Hamburg, Bielefeld,0.0,0.0,1.0,0.0,0.263636363636,0.454545454546,0.857142857143,0.989438596491,4,3,15.0,16.0,4.0,5.0,23.0,11.0,3.0,3.0,1.0,2.0,1.0,1.0,0.556,0.222,0.0,0.0,1.0
532,2007,26,539,2,13, Leverkusen, Ein Frankfurt,-2.0,-1.0,0.0,0.0,0.327272727272,0.545454545454,0.768521622528,1.0,4,5,18.0,7.0,1.0,1.0,18.0,17.0,9.0,2.0,2.0,3.0,0.0,0.0,0.667,0.778,0.733333333333,0.0,0.266666666667
533,2007,26,534,7,6, Hannover, Stuttgart,0.0,0.0,0.0,0.0,0.518181818182,0.527272727272,0.508658008658,0.921959183673,2,5,14.0,10.0,1.0,1.0,21.0,12.0,3.0,4.0,1.0,0.0,0.0,0.0,0.222,0.778,0.0,0.0,1.0
534,2007,26,538,9,0, Nurnberg, Bayern Munich,0.0,1.0,1.0,1.0,0.59090909091,0.454545454546,0.298245614035,1.0,5,5,13.0,11.0,5.0,4.0,19.0,14.0,3.0,5.0,3.0,2.0,0.0,0.0,0.222,0.667,0.0,0.0,1.0
535,2007,26,536,11,14, Cottbus, Hertha,1.0,0.0,2.0,1.0,0.518181818182,0.50909090909,0.553846153846,0.912072452299,5,4,11.0,22.0,3.0,4.0,22.0,29.0,0.0,13.0,2.0,2.0,0.0,0.0,0.333,0.222,0.3,0.222222222222,0.477777777778
536,2007,26,533,15,19, Werder Bremen, Duisburg,-1.0,-2.0,1.0,0.0,0.336363636364,0.554545454546,0.876488095238,0.940973871734,7,11,23.0,14.0,7.0,4.0,18.0,26.0,9.0,3.0,1.0,4.0,0.0,0.0,0.111,0.222,0.644444444444,0.0,0.355555555556
537,2007,26,537,17,12, Bochum, Dortmund,0.0,1.0,3.0,3.0,0.472727272728,0.481818181818,0.559678416821,1.0,8,6,12.0,22.0,5.0,7.0,27.0,17.0,2.0,5.0,1.0,1.0,0.0,0.0,0.333,0.222,0.0,0.0,1.0
538,2007,26,535,18,5, Karlsruhe, Schalke 04,0.0,0.0,0.0,0.0,0.527272727272,0.436363636364,0.487179487179,0.960100319197,1,5,16.0,9.0,6.0,3.0,16.0,22.0,5.0,6.0,2.0,1.0,0.0,0.0,0.111,1.0,0.0,0.0,1.0
539,2007,26,532,20,8, Hansa Rostock, Wolfsburg,-1.0,0.0,0.0,0.0,0.381818181818,0.50909090909,0.538461538462,0.51724137931,6,3,8.0,16.0,5.0,6.0,14.0,16.0,4.0,13.0,3.0,1.0,0.0,0.0,0.222,0.778,0.0,0.0,1.0
540,2007,27,543,0,17, Bayern Munich, Bochum,2.0,0.0,3.0,1.0,0.57,0.4,0.890909090909,1.0,1,8,19.0,11.0,6.0,2.0,15.0,20.0,5.0,1.0,0.0,4.0,1.0,0.0,0.444,0.333,0.177777777778,0.3,0.522222222222
541,2007,27,545,5,20, Schalke 04, Hansa Rostock,1.0,0.0,1.0,0.0,0.536363636364,0.436363636364,0.857142857143,1.0,2,6,21.0,11.0,7.0,4.0,15.0,14.0,5.0,3.0,1.0,3.0,0.0,0.0,0.778,0.111,0.422222222222,0.0,0.577777777778
542,2007,27,542,6,1, Stuttgart, Hamburg,1.0,1.0,1.0,1.0,0.50909090909,0.445454545454,0.598290598291,0.970434782609,8,8,18.0,23.0,6.0,7.0,11.0,12.0,5.0,8.0,0.0,2.0,0.0,0.0,0.556,0.556,0.777777777778,0.0,0.222222222222
543,2007,27,546,8,7, Wolfsburg, Hannover,1.0,1.0,3.0,2.0,0.645454545454,0.572727272728,0.673374613003,0.9774,7,8,12.0,19.0,7.0,6.0,21.0,17.0,7.0,4.0,2.0,0.0,0.0,0.0,0.778,0.333,0.755555555556,0.0,0.244444444444
544,2007,27,544,12,2, Dortmund, Leverkusen,1.0,0.0,2.0,0.0,0.336363636364,0.445454545454,0.551515151515,0.859889973732,3,7,15.0,11.0,6.0,2.0,11.0,16.0,4.0,4.0,0.0,2.0,0.0,0.0,0.222,0.333,0.0,0.4,0.6
545,2007,27,548,13,9, Ein Frankfurt, Nurnberg,-2.0,0.0,1.0,1.0,0.336363636364,0.6,0.616631430585,1.0,6,8,16.0,6.0,5.0,3.0,12.0,19.0,7.0,1.0,3.0,1.0,0.0,0.0,1.0,0.222,0.455555555556,0.166666666667,0.377777777778
546,2007,27,547,14,15, Hertha, Werder Bremen,-1.0,0.0,1.0,1.0,0.454545454546,0.49090909091,0.466346153846,0.804742656966,3,5,10.0,15.0,2.0,5.0,21.0,19.0,3.0,6.0,1.0,1.0,0.0,0.0,0.111,0.111,0.288888888889,0.0,0.711111111111
547,2007,27,541,16,18, Bielefeld, Karlsruhe,1.0,0.0,1.0,0.0,0.463636363636,0.354545454546,0.588628762542,0.715328467153,4,9,25.0,9.0,8.0,0.0,12.0,12.0,8.0,5.0,0.0,0.0,0.0,0.0,0.333,0.222,0.0,0.0,1.0
548,2007,27,540,19,11, Duisburg, Cottbus,-1.0,-1.0,0.0,0.0,0.318181818182,0.527272727272,0.616631430585,0.762412698413,2,4,22.0,6.0,7.0,2.0,19.0,30.0,9.0,2.0,2.0,2.0,0.0,0.0,0.444,0.667,0.955555555556,0.0,0.0444444444444
549,2007,28,550,0,12, Bayern Munich, Dortmund,5.0,4.0,5.0,4.0,0.745454545454,0.09090909091,0.829759155394,1.0,4,10,16.0,12.0,5.0,1.0,6.0,18.0,3.0,6.0,1.0,1.0,0.0,0.0,0.778,0.556,0.966666666667,0.0,0.0333333333333
550,2007,28,549,1,19, Hamburg, Duisburg,-1.0,0.0,0.0,0.0,0.227272727272,0.5,0.850767558756,0.951192982456,3,5,17.0,11.0,4.0,3.0,25.0,17.0,7.0,4.0,3.0,4.0,0.0,0.0,0.222,0.444,0.4,0.0,0.6
551,2007,28,557,2,6, Leverkusen, Stuttgart,3.0,2.0,3.0,2.0,0.681818181818,0.3,0.598290598291,1.0,3,7,15.0,12.0,4.0,3.0,16.0,20.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.778,0.544444444444,0.0,0.455555555556
552,2007,28,552,7,13, Hannover, Ein Frankfurt,1.0,0.0,2.0,1.0,0.381818181818,0.418181818182,0.627705627706,0.777632653061,5,4,15.0,12.0,2.0,5.0,15.0,16.0,4.0,8.0,1.0,3.0,1.0,0.0,0.222,0.667,0.0111111111111,0.0888888888889,0.9
553,2007,28,556,9,8, Nurnberg, Wolfsburg,1.0,0.0,1.0,0.0,0.272727272728,0.4,0.606060606061,0.959574468085,3,9,12.0,12.0,4.0,1.0,18.0,22.0,3.0,5.0,0.0,3.0,0.0,0.0,0.556,0.778,0.122222222222,0.0,0.877777777778
554,2007,28,554,11,16, Cottbus, Bielefeld,1.0,0.0,1.0,0.0,0.5,0.39090909091,0.608391608392,0.707948650312,4,7,13.0,14.0,4.0,2.0,16.0,17.0,7.0,6.0,2.0,2.0,0.0,0.0,0.667,0.556,0.433333333333,0.0,0.566666666667
555,2007,28,551,15,5, Werder Bremen, Schalke 04,4.0,1.0,5.0,2.0,0.681818181818,0.518181818182,0.651515151515,1.0,12,13,20.0,25.0,10.0,13.0,20.0,14.0,8.0,7.0,4.0,2.0,0.0,0.0,0.444,0.778,0.788888888889,0.0,0.211111111111
556,2007,28,555,17,14, Bochum, Hertha,0.0,0.0,1.0,1.0,0.363636363636,0.436363636364,0.598290598291,0.666592185904,4,3,11.0,14.0,3.0,6.0,16.0,19.0,6.0,2.0,0.0,1.0,0.0,0.0,0.222,0.0,0.0,0.0,1.0
557,2007,28,553,18,20, Karlsruhe, Hansa Rostock,-1.0,-1.0,1.0,0.0,0.40909090909,0.527272727272,0.65987933635,0.90267735001,6,6,19.0,9.0,7.0,5.0,14.0,24.0,6.0,4.0,1.0,3.0,0.0,0.0,0.222,0.0,0.511111111111,0.0,0.488888888889
558,2007,29,562,5,11, Schalke 04, Cottbus,5.0,3.0,5.0,3.0,0.70909090909,0.2,0.829759155394,0.97618815263,1,9,24.0,6.0,8.0,2.0,7.0,17.0,6.0,1.0,0.0,2.0,0.0,0.0,0.444,1.0,0.655555555556,0.0,0.344444444444
559,2007,29,560,6,9, Stuttgart, Nurnberg,3.0,3.0,3.0,3.0,0.681818181818,0.272727272728,0.698412698413,0.782608695652,3,7,12.0,9.0,5.0,4.0,13.0,18.0,7.0,4.0,1.0,1.0,0.0,0.0,0.444,0.778,0.966666666667,0.0,0.0333333333333
560,2007,29,563,8,17, Wolfsburg, Bochum,-1.0,0.0,0.0,0.0,0.4,0.418181818182,0.683397683398,0.603366666667,4,4,22.0,7.0,4.0,4.0,17.0,17.0,8.0,3.0,5.0,1.0,0.0,0.0,0.667,0.222,0.0222222222222,0.0,0.977777777778
